Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider SSA County Code,Provider County Name,Ownership Type,Number of Certified Beds,Average Number of Residents Per Day,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid services,Continuing Care Retirement Community,Special Focus Facility,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Long-Stay QM Rating,Long-Stay QM Rating Footnote,Short-Stay QM Rating,Short-Stay QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,RN Staffing Rating,RN Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported Nurse Aide Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Case-Mix Nurse Aide Staffing Hours per Resident per Day,Case-Mix LPN Staffing Hours per Resident per Day,Case-Mix RN Staffing Hours per Resident per Day,Case-Mix Total Nurse Staffing Hours per Resident per Day,Adjusted Nurse Aide Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Rating Cycle 1 Standard Survey Health Date,Rating Cycle 1 Total Number of Health Deficiencies,Rating Cycle 1 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,Rating Cycle 1 Health Deficiency Score,Rating Cycle 1 Number of Health Revisits,Rating Cycle 1 Health Revisit Score,Rating Cycle 1 Total Health Score,Rating Cycle 2 Standard Health Survey Date,Rating Cycle 2 Total Number of Health Deficiencies,Rating Cycle 2 Number of Standard Health Deficiencies,Rating Cycle 2 Number of Complaint Health Deficiencies,Rating Cycle 2 Health Deficiency Score,Rating Cycle 2 Number of Health Revisits,Rating Cycle 2 Health Revisit Score,Rating Cycle 2 Total Health Score,Rating Cycle 3 Standard Health Survey Date,Rating Cycle 3 Total Number of Health Deficiencies,Rating Cycle 3 Number of Standard Health Deficiencies,Rating Cycle 3 Number of Complaint Health Deficiencies,Rating Cycle 3 Number of Health Revisits,Rating Cycle 3 Health Deficiency Score,Rating Cycle 3 Health Revisit Score,Rating Cycle 3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date,RPT_REC_NUM,inpatient_days,rn_hours,rn_hr_per_day,lpn_hours,lpn_hr_day,asst_hours,asst_hr_per_day,NPI_rn,total_hours_per_day,tot_hours,CMS_RN_rank,CMS_LPN_rank,CMS_aide_rank,CMS_tot_rank,CMS_RN_rankpct,CMS_LPN_rankpct,CMS_aide_rankpct,CMS_tot_rankpct,Latlong,lat,long,Percent with fall,Percent restrained,Percent_antianxiety,Percent_antipsychotic,Percent with psych meds,Fall_Rank,Restrained_rank,Psych_meds_rank
315269,VILLAGE POINT,THREE DAVID BRAINERD DRIVE,MONROE TOWNSHIP,NJ,8831,7327864175,270,Middlesex,Non profit - Corporation,120,54.3,Medicare and Medicaid,False,"SPRINGPOINT AT HALF ACRE ROAD, INC.",10/03/1988,True,False,False,True,Resident,Yes,5.0,,4.0,,3.0,,3.0,,4.0,,5.0,,5.0,,,,2.63873,1.3947,0.94972,2.34442,4.98316,0.10539,2.19725,0.7052,0.30449,3.20694,2.50015,1.48416,1.16852,4.98314,02/14/2019,1.0,1.0,0.0,4.0,1.0,0.0,4.0,12/06/2017,1,1,0.0,16.0,1.0,0.0,16.0,2016-11-17,0,0,0,0,0,0,0,7.333,0,0,0,0.0,0,0,"THREE DAVID BRAINERD DRIVE MONROE TOWNSHIP, NJ 08831",06/01/2019,,,,,,,,,,,,,,,,,,,,0,,,2.185793,0.0,16.363636,11.47541,27.839046,166.0,140.0,193.0
315291,ATRIUM POST ACUTE CARE OF WAYNEVIEW,2020 ROUTE 23 NORTH,WAYNE,NJ,7470,9733058400,320,Passaic,For profit - Corporation,170,136.7,Medicare and Medicaid,False,2020 ROUTE 23 OPERATING COMPANY LLC,01/24/1990,False,False,False,False,Resident,Yes,2.0,,1.0,,5.0,,5.0,,5.0,,1.0,12.0,1.0,12.0,6.0,6.0,,,,,,,,,,,,,,,04/25/2019,3.0,3.0,0.0,12.0,1.0,0.0,12.0,04/16/2018,5,0,5.0,66.0,0.0,0.0,66.0,2017-01-23,8,5,3,110,1,0,110,46.333,0,13,3,42868.0,0,3,"2020 ROUTE WAYNE, NJ 07470",06/01/2019,1197002,51626.0,22609.0,0.43793824817,33181.0,0.642718785108,86932.0,1.6838802154,315291,2.76453724867,142722.0,270.0,281.0,330.0,331.0,0.794117647059,0.826470588235,0.970588235294,0.973529411765,0,,,4.99002,0.0,16.74107,8.026031,24.767101,327.0,140.0,151.0
315292,APPLEWOOD ESTATES,APPLEWOOD DRIVE,FREEHOLD,NJ,7728,7327807370,290,Monmouth,Non profit - Other,60,52.8,Medicare and Medicaid,False,"CENTER FOR AGING, INC.",03/20/1990,True,False,False,False,Resident,Yes,5.0,,4.0,,5.0,,5.0,,5.0,,3.0,,3.0,,,,2.02819,1.11116,0.65329,1.76445,3.79264,0.12489,2.07542,0.75817,0.39214,3.22573,2.03447,1.09982,0.62414,3.77054,01/29/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10/12/2017,2,2,0.0,4.0,1.0,0.0,4.0,2016-10-27,7,7,0,44,1,0,44,8.667,0,0,0,0.0,0,0,,06/01/2019,1209407,18137.0,18613.0,1.02624469317,27785.0,1.53195125986,67782.0,3.73722225285,315292,6.29541820588,114180.0,81.0,16.0,18.0,18.0,0.238235294118,0.0470588235294,0.0529411764706,0.0529411764706,0,,,3.053435,6.870228,9.917354,5.343512,15.260866,241.0,348.0,43.0
315314,ANCHOR CARE AND REHABILITATION CENTER,3325 HIGHWAY 35,HAZLET,NJ,7730,7322645800,290,Monmouth,For profit - Partnership,170,147.4,Medicare and Medicaid,False,"HAZLET GARDEN GROUP, LLC",01/29/1992,False,False,False,False,Resident,Yes,3.0,,2.0,,5.0,,5.0,,5.0,,2.0,,2.0,,,,1.72712,0.70586,0.39899,1.10485,2.83197,0.07605,1.90219,0.65345,0.30591,2.86154,1.89025,0.81062,0.48864,3.17378,12/20/2017,8.0,7.0,1.0,40.0,1.0,0.0,40.0,11/21/2016,4,4,0.0,16.0,1.0,0.0,16.0,2015-11-13,3,2,1,12,1,0,12,27.333,0,2,0,0.0,0,0,"3325 HIGHWAY HAZLET, NJ 07730",06/01/2019,1202247,51704.0,26050.0,0.503829490948,35210.0,0.680991799474,95113.0,1.83956753829,315314,3.02438882872,156373.0,240.0,268.0,322.0,324.0,0.705882352941,0.788235294118,0.947058823529,0.952941176471,0,,,1.544399,0.0,24.703556,1.650944,26.3545,102.0,140.0,175.0
315321,"PREFERRED CARE AT OLD BRIDGE, LLC",6989 RT18,OLD BRIDGE,NJ,8857,7323602277,270,Middlesex,For profit - Corporation,140,102.9,Medicare and Medicaid,False,PREFERRED CARE AT OLD BRIDGE LLC,03/01/1993,False,False,False,False,Resident,Yes,3.0,,2.0,,5.0,,5.0,,5.0,,3.0,,3.0,,,,2.0824,0.86546,0.53623,1.40169,3.48409,0.08798,1.92817,0.72156,0.34545,2.99518,2.24838,0.90008,0.58154,3.7304,07/06/2018,4.0,4.0,0.0,20.0,1.0,0.0,20.0,03/24/2017,2,2,0.0,16.0,1.0,0.0,16.0,2016-03-01,2,2,0,40,1,0,40,22.0,0,0,0,0.0,0,0,"6989 RT18 OLD BRIDGE, NJ 08857",06/01/2019,1177778,10408.0,4294.0,0.412567255957,11445.0,1.09963489623,23663.0,2.27353958493,315321,3.78574173713,39402.0,280.0,80.0,186.0,209.0,0.823529411765,0.235294117647,0.547058823529,0.614705882353,0,,,1.704543,0.0,20.118342,6.849316,26.967658,116.5,140.0,183.5
315321,"PREFERRED CARE AT OLD BRIDGE, LLC",6989 RT18,OLD BRIDGE,NJ,8857,7323602277,270,Middlesex,For profit - Corporation,140,102.9,Medicare and Medicaid,False,PREFERRED CARE AT OLD BRIDGE LLC,03/01/1993,False,False,False,False,Resident,Yes,3.0,,2.0,,5.0,,5.0,,5.0,,3.0,,3.0,,,,2.0824,0.86546,0.53623,1.40169,3.48409,0.08798,1.92817,0.72156,0.34545,2.99518,2.24838,0.90008,0.58154,3.7304,07/06/2018,4.0,4.0,0.0,20.0,1.0,0.0,20.0,03/24/2017,2,2,0.0,16.0,1.0,0.0,16.0,2016-03-01,2,2,0,40,1,0,40,22.0,0,0,0,0.0,0,0,"6989 RT18 OLD BRIDGE, NJ 08857",06/01/2019,1199330,29888.0,12057.0,0.403406049251,28759.0,0.962225642398,64053.0,2.14310091006,315321,3.50873260171,104869.0,284.0,138.0,237.0,269.0,0.835294117647,0.405882352941,0.697058823529,0.791176470588,0,,,1.704543,0.0,20.118342,6.849316,26.967658,116.5,140.0,183.5
315332,SOUTHERN OCEAN CENTER,1361 ROUTE 72 WEST,MANAHAWKIN,NJ,8050,6099780600,310,Ocean,For profit - Corporation,136,109.8,Medicare and Medicaid,False,1361 ROUTE 72 WEST OPERATIONS LLC,07/08/1994,False,False,False,False,Resident,Yes,4.0,,3.0,,5.0,,4.0,,5.0,,3.0,,4.0,,,,1.85414,0.89893,0.71544,1.61437,3.46852,0.14141,2.05179,0.72632,0.35218,3.13029,1.88131,0.92878,0.76107,3.55344,11/16/2018,3.0,1.0,2.0,12.0,1.0,0.0,12.0,10/26/2017,7,7,7.0,28.0,1.0,0.0,28.0,2016-11-14,0,0,0,0,0,0,0,15.333,1,0,0,0.0,0,0,"1361 ROUTE MANAHAWKIN, NJ 08050",06/01/2019,1197005,38093.0,35259.64,0.925619930171,40970.29,1.07553330008,85877.51,2.2544170845,315332,4.25557031476,162107.44,111.0,87.0,192.0,117.0,0.326470588235,0.255882352941,0.564705882353,0.344117647059,0,,,5.190315,0.0,30.078121,9.469697,39.547818,330.0,140.0,296.0
315333,ARBORS CARE CENTER,1750 ROUTE 37 WEST,TOMS RIVER,NJ,8757,7329140090,310,Ocean,For profit - Corporation,120,90.4,Medicare and Medicaid,False,ARBORS CARE CENTER INC,07/14/1994,False,False,False,False,Resident,Yes,4.0,,3.0,,5.0,,4.0,,5.0,,2.0,,2.0,,,,2.07576,1.14133,0.34244,1.48377,3.55953,0.06695,2.22787,0.73509,0.34192,3.30488,1.93971,1.16516,0.37521,3.45403,12/11/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09/12/2017,7,7,0.0,52.0,1.0,0.0,52.0,2016-06-14,0,0,0,0,0,0,0,17.333,0,0,1,11050.0,0,1,"1750 ROUTE TOMS RIVER, NJ 08757",06/01/2019,1197006,35909.0,13546.0,0.377231334763,41348.0,1.15146620624,78322.0,2.18112450918,315333,3.70982205018,133216.0,290.0,64.0,226.0,227.0,0.852941176471,0.188235294118,0.664705882353,0.667647058824,0,,,3.741495,1.020407,17.408906,5.77617,23.185076,291.0,323.0,133.0
315337,MCAULEY HALL HEALTH CARE CENTE,1633 HIGHWAY 22,WATCHUNG,NJ,7069,9087543663,350,Somerset,Non profit - Corporation,74,72.8,Medicare and Medicaid,False,MCAULEY HALL INC,10/04/1994,False,False,False,False,Resident,Yes,3.0,,3.0,,5.0,,5.0,,2.0,,1.0,12.0,1.0,12.0,,,2.82966,0.7947,0.56474,1.35944,4.1891,0.0,2.11621,0.64687,0.27318,3.03626,2.78372,0.92193,0.7745,4.42458,11/16/2018,5.0,5.0,0.0,20.0,1.0,0.0,20.0,09/07/2017,5,5,0.0,20.0,1.0,0.0,20.0,2016-08-30,5,5,0,16,1,0,16,19.333,0,0,0,0.0,0,0,"1633 HIGHWAY WATCHUNG, NJ 07069",06/01/2019,1192070,26227.0,18956.0,0.722766614558,18315.0,0.698326152438,77111.0,2.9401380257,315337,4.36123079269,114382.0,173.0,263.0,45.0,95.0,0.508823529412,0.773529411765,0.132352941176,0.279411764706,0,,,4.529617,0.0,16.423356,10.954062,27.377418,320.0,140.0,187.0
315347,HAMILTON PLACE AT THE PINES AT WHITING,507 ROUTE 530,WHITING,NJ,8759,7328490400,310,Ocean,For profit - Corporation,66,61.4,Medicare and Medicaid,False,KESWICK PINES INC,08/28/1995,False,False,False,False,Resident,Yes,4.0,,3.0,,5.0,,5.0,,4.0,,2.0,,2.0,,,,1.91201,0.78557,0.39245,1.17802,3.09003,0.13378,2.2359,0.66753,0.29147,3.19491,1.78027,0.88314,0.50443,3.10166,12/20/2018,1.0,0.0,1.0,8.0,0.0,0.0,8.0,11/22/2017,3,3,0.0,24.0,1.0,0.0,24.0,2016-11-04,2,2,0,20,1,0,20,15.333,0,2,1,6000.0,0,1,"507 ROUTE WHITING, NJ 08759",06/01/2019,1207195,22293.0,10419.0,0.467366437895,19596.0,0.87902032028,47501.0,2.13075853407,315347,3.47714529224,77516.0,256.0,178.0,243.0,274.0,0.752941176471,0.523529411765,0.714705882353,0.805882352941,0,,,1.793723,1.34529,15.819209,5.022831,20.84204,124.0,330.0,105.0
315356,SKILLED NURSING AT FELLOWSHIP VILLAGE,8000 FELLOWSHIP DRIVE,BASKING RIDGE,NJ,7920,9085803800,350,Somerset,Non profit - Corporation,54,48.6,Medicare,False,"FELLOWSHIP SENIOR LIVING, INC.",07/01/1996,True,False,False,False,Resident,Yes,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,2.95032,0.66755,1.76034,2.4279,5.37822,0.37877,2.17221,0.76347,0.38116,3.31684,2.82759,0.65615,1.73025,5.19999,08/03/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05/03/2017,0,0,0.0,0.0,0.0,0.0,0.0,2016-03-04,1,1,0,8,1,0,8,1.333,0,0,0,0.0,0,0,"8000 FELLOWSHIP DRIVE BASKING RIDGE, NJ 07920",06/01/2019,1211107,17164.0,21131.0,1.23112328129,13821.0,0.80523188068,56281.0,3.2790142158,315356,5.31536937777,91233.0,51.0,218.0,31.0,38.0,0.15,0.641176470588,0.0911764705882,0.111764705882,0,,,4.878049,0.0,12.499999,0.826447,13.326446,324.0,140.0,33.0
315381,SUMMER HILL NURSING HOME,111 ROUTE 516,OLD BRIDGE,NJ,8857,7322548200,270,Middlesex,For profit - Corporation,120,109.4,Medicare and Medicaid,False,SUMMER HILL NURSING & REHABILITATION CENTER LLC,10/01/1997,False,False,False,False,Resident,Yes,5.0,,5.0,,5.0,,5.0,,5.0,,2.0,,2.0,,,,1.84529,0.95432,0.34591,1.30023,3.14552,0.09667,2.05523,0.72234,0.33025,3.10781,1.8692,0.99144,0.39241,3.24584,07/13/2018,1.0,1.0,0.0,4.0,1.0,0.0,4.0,04/05/2017,1,1,0.0,4.0,1.0,0.0,4.0,2016-03-10,2,2,0,8,1,0,8,4.667,0,0,0,0.0,0,0,"111 ROUTE OLD BRIDGE, NJ 08857",06/01/2019,1202264,41628.0,11620.0,0.27913904103,34678.0,0.833045065821,83232.0,1.99942346498,315381,3.11160757183,129530.0,317.0,203.0,286.0,313.0,0.932352941176,0.597058823529,0.841176470588,0.920588235294,0,,,0.769231,0.0,15.902964,2.754821,18.657785,51.0,140.0,80.0
315389,HACKENSACK-UMC MOUNTAINSIDE,ONE BAY AVE,MONTCLAIR,NJ,7042,9734296949,200,Essex,For profit - Corporation,18,12.9,Medicare,True,MONTCLAIR HOSPITAL LLC,01/08/1998,False,False,False,False,None,Yes,5.0,,5.0,,5.0,,,2.0,5.0,,5.0,,5.0,,,,1.17143,0.10084,3.7563,3.85714,5.02857,0.93911,2.37282,1.03178,0.51834,3.92293,1.02778,0.07334,2.71495,4.11077,08/22/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05/25/2017,0,0,0.0,0.0,0.0,0.0,0.0,2016-06-29,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,"ONE BAY AVE MONTCLAIR, NJ 07042",06/01/2019,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
315417,REFORMED CHURCH HOME,1990 ROUTE 18 NORTH,OLD BRIDGE,NJ,8857,7326079230,270,Middlesex,Non profit - Church related,108,97.7,Medicare and Medicaid,False,"REFORMED CHURCH MINISTRIES TO THE AGING, THE PARTICULAR SYNOD OF THE M",12/01/1997,False,False,False,False,Both,Yes,5.0,,4.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,2.22264,0.53402,1.35885,1.89288,4.11551,0.16502,2.05569,0.72561,0.35429,3.1356,2.25092,0.55229,1.4369,4.20914,10/31/2018,3.0,3.0,0.0,16.0,0.0,0.0,16.0,07/11/2017,2,2,0.0,4.0,1.0,0.0,4.0,2016-09-02,2,2,0,4,1,0,4,10.0,0,0,0,0.0,0,0,"1990 ROUTE OLD BRIDGE, NJ 08857",06/01/2019,1195557,36087.0,45351.0,1.25671294372,24768.0,0.686341341757,99792.0,2.76531715022,315417,4.7083714357,169911.0,48.0,267.0,62.0,59.0,0.141176470588,0.785294117647,0.182352941176,0.173529411765,0,,,2.150536,0.0,22.18045,3.35821,25.53866,160.0,140.0,161.0
315426,CARE ONE AT RIDGEWOOD AVENUE,W-90 RIDGEWOOD AVE,PARAMUS,NJ,7652,2016521950,100,Bergen,For profit - Individual,110,89.7,Medicare,False,"MILLENNIUM HEALTHCARE CENTERS, LLC",05/26/1998,False,False,False,False,Resident,Yes,5.0,,5.0,,4.0,,3.0,,4.0,,3.0,,4.0,,,,2.09647,0.92952,1.29449,2.22401,4.32048,0.43397,2.33164,1.03179,0.56809,3.93152,1.87188,0.67605,0.85369,3.52421,07/31/2018,1.0,0.0,1.0,0.0,0.0,0.0,0.0,05/02/2017,0,0,0.0,0.0,0.0,0.0,0.0,2016-02-10,4,4,0,16,1,0,16,2.667,0,3,0,0.0,0,0,"90 RIDGEWOOD AVE PARAMUS, NJ 07652",06/01/2019,1194405,29554.0,34831.0,1.17855451039,26205.0,0.88668200582,72109.0,2.43990661163,315426,4.50514312783,133145.0,56.0,174.0,126.0,78.0,0.164705882353,0.511764705882,0.370588235294,0.229411764706,0,,,2.29885,0.0,20.512818,19.999998,40.512816,177.0,140.0,303.0
315441,HOLY NAME FRIARY,TWO MORRIS ROAD,RINGWOOD,NJ,7456,9739627200,320,Passaic,Non profit - Corporation,29,22.3,Medicare and Medicaid,False,Legal Business Name Not Available,07/22/1998,False,False,False,False,Resident,Yes,5.0,,5.0,,5.0,,5.0,,,2.0,5.0,,5.0,,,,2.55825,1.17488,1.1564,2.33128,4.88953,0.04067,1.81673,0.6393,0.30736,2.7634,2.93158,1.37911,1.40956,5.67432,05/25/2018,1.0,1.0,0.0,4.0,1.0,0.0,4.0,03/17/2017,0,0,0.0,0.0,0.0,0.0,0.0,2016-04-07,0,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,"TWO MORRIS ROAD RINGWOOD, NJ 07456",06/01/2019,1199331,10062.0,9620.0,0.956072351421,12243.0,1.2167561121,26510.0,2.63466507653,315441,4.80749354005,48373.0,101.0,49.0,80.0,57.0,0.297058823529,0.144117647059,0.235294117647,0.167647058824,0,,,0.0,0.0,26.881723,10.752687,37.63441,14.0,140.0,288.0
315464,CARE ONE AT EVESHAM,870 EAST ROUTE 70,MARLTON,NJ,8053,8563960005,150,Burlington,For profit - Limited Liability company,144,119.8,Medicare and Medicaid,False,"ELMWOOD EVESHAM ASSOCIATES, LLC",08/14/2000,False,False,False,False,Resident,Yes,1.0,,1.0,,3.0,,4.0,,3.0,,3.0,,3.0,,,,1.64015,1.23119,0.93583,2.16701,3.80716,0.26595,2.19148,0.90856,0.48186,3.5819,1.5581,1.01691,0.7276,3.40861,04/25/2019,6.0,4.0,2.0,32.0,1.0,0.0,32.0,03/09/2018,8,8,0.0,64.0,1.0,0.0,64.0,2017-01-24,2,2,2,8,1,0,8,38.667,0,6,1,7150.0,0,1,"870 EAST ROUTE MARLTON, NJ 08053",06/01/2019,1197013,41922.0,26198.0,0.624922475073,58108.0,1.38609799151,81706.0,1.94900052478,315464,3.96002099136,166012.0,194.0,24.0,296.0,166.0,0.570588235294,0.0705882352941,0.870588235294,0.488235294118,0,,,1.951222,0.0,24.479165,9.424083,33.903248,137.0,140.0,259.0
315478,SOUTHERN OCEAN MEDICAL CENTER,1140 ROUTE 72 WEST,MANAHAWKIN,NJ,8050,6099784182,310,Ocean,Non profit - Corporation,20,15.9,Medicare,True,HMH HOSPITALS CORPORATION,08/27/2002,False,False,False,False,None,Yes,5.0,,5.0,,5.0,,,2.0,5.0,,5.0,,5.0,,,,2.28296,1.13703,2.34819,3.48522,5.76817,0.66007,2.14241,1.0695,0.62627,3.83818,2.21842,0.79782,1.40473,4.81951,03/28/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05/03/2018,0,0,0.0,0.0,0.0,0.0,0.0,2017-05-05,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,"1140 ROUTE MANAHAWKIN, NJ 08050",06/01/2019,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
315485,CARE ONE AT WALL,2621 HIGHWAY 138,WALL,NJ,7719,7325561060,290,Monmouth,For profit - Corporation,138,119.7,Medicare and Medicaid,False,"CARE ONE AT WALL, LLC",09/10/2004,False,False,False,False,Resident,Yes,5.0,,5.0,,5.0,,5.0,,5.0,,3.0,,3.0,,,,1.8476,0.87979,0.7885,1.66829,3.51589,0.29309,2.17798,0.93329,0.48744,3.5987,1.76605,0.70742,0.60604,3.13314,03/08/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/17/2018,2,2,0.0,12.0,1.0,0.0,12.0,2016-10-18,1,1,0,8,1,0,8,5.333,0,0,0,0.0,0,0,"2621 HIGHWAY WALL, NJ 07719",06/01/2019,1202286,36062.0,31008.0,0.859852476291,36779.0,1.01988242471,74195.0,2.0574288725,315485,3.9371637735,141982.0,135.0,113.0,268.0,174.0,0.397058823529,0.332352941176,0.788235294118,0.511764705882,0,,,0.0,0.0,22.480619,1.948053,24.428672,14.0,140.0,148.0
315490,COMMUNITY MEDICAL CENTER TCU,99 ROUTE 37 WEST,TOMS RIVER,NJ,8755,7325578000,310,Ocean,Non profit - Corporation,25,18.4,Medicare,True,"COMMUNITY MEDICAL CENTER, INC.",02/10/2005,False,False,False,False,None,Yes,5.0,,5.0,,4.0,,,2.0,4.0,,5.0,,5.0,,,,1.84218,0.0,3.52725,3.52725,5.36943,0.46352,1.8978,0.93654,0.57221,3.40655,2.02084,0.0,2.30939,5.05478,11/21/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/01/2017,1,1,0.0,4.0,1.0,0.0,4.0,2016-08-24,2,2,0,12,1,0,12,3.333,0,0,0,0.0,0,0,"99 ROUTE TOMS RIVER, NJ 08755",06/01/2019,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
315504,WEDGWOOD GARDENS CARE CENTER,3419 HIGHWAY 9,FREEHOLD,NJ,7728,7326771200,290,Monmouth,For profit - Partnership,151,128.3,Medicare and Medicaid,False,WEDGWOOD GARDENS CARE CENTER,12/17/2008,False,False,False,False,Resident,Yes,5.0,,4.0,,5.0,,5.0,,4.0,,4.0,,4.0,,,,1.94612,1.08562,0.68009,1.76571,3.71182,0.0939,2.20519,0.72507,0.3114,3.24167,1.83727,1.12359,0.8182,3.67205,03/13/2018,2.0,2.0,0.0,8.0,1.0,0.0,8.0,12/05/2016,1,1,0.0,4.0,1.0,0.0,4.0,2015-10-02,3,3,0,16,1,0,16,8.0,0,0,2,21222.0,0,2,"3419 HIGHWAY FREEHOLD, NJ 07728",06/01/2019,1197016,48554.0,54849.0,1.12964946245,72785.0,1.49905260123,122972.0,2.53268525765,315504,5.16138732133,250606.0,63.0,19.0,101.0,43.0,0.185294117647,0.0558823529412,0.297058823529,0.126470588235,0,,,1.31291,0.0,15.952381,1.741294,17.693675,89.0,140.0,69.0
315505,CLARA MAASS MEDICAL CENTER,ONE CLARA MAASS DRIVE,BELLEVILLE,NJ,7109,9734502963,200,Essex,Non profit - Corporation,20,15.5,Medicare,True,CLARA MAASS MEDICAL CENTER,10/07/2009,False,False,False,False,None,Yes,5.0,,5.0,,5.0,,,2.0,5.0,,5.0,,5.0,,,,2.40024,0.0,3.4823,3.4823,5.88254,0.81433,1.94876,0.92484,0.52066,3.39426,2.56416,0.0,2.50571,5.55788,08/23/2018,1.0,1.0,0.0,4.0,1.0,0.0,4.0,08/10/2017,0,0,0.0,0.0,0.0,0.0,0.0,2016-11-04,2,2,0,20,1,0,20,5.333,0,0,0,0.0,0,0,"ONE CLARA MAASS DRIVE BELLEVILLE, NJ 07109",06/01/2019,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
315298,CRESTWOOD MANOR,50 LACEY ROAD,WHITING,NJ,8759,7328494900,310,Ocean,Non profit - Corporation,64,53.4,Medicare and Medicaid,False,"SPRINGPOINT AT CRESTWOOD, INC.",06/01/1990,True,False,False,False,Resident,Yes,3.0,,2.0,,5.0,,5.0,,4.0,,2.0,,2.0,,,,1.84989,1.02931,0.3993,1.42861,3.2785,0.10156,1.96291,0.6918,0.31547,2.97019,1.96198,1.11655,0.47419,3.53981,09/10/2018,7.0,7.0,0.0,40.0,1.0,0.0,40.0,07/26/2017,0,0,0.0,0.0,0.0,0.0,0.0,2016-06-03,3,3,0,12,1,0,12,22.0,0,0,0,0.0,0,0,"50 LACEY ROAD WHITING, NJ 08759 (39.943844, -74.36018)",06/01/2019,1207141,18364.0,5765.0,0.31392942714,21171.0,1.15285340884,42923.0,2.33734480505,315298,3.80412764104,69859.0,307.0,62.0,165.0,203.0,0.902941176471,0.182352941176,0.485294117647,0.597058823529,"39.943844, -74.36018)",39.943844, -74.36018,1.744186,1.16279,19.310345,0.0,19.310345,123.0,325.0,89.0
315198,ALARIS HEALTH AT RIVERTON,1777 LAWRENCE STREET,RAHWAY,NJ,7065,7324997927,370,Union,For profit - Corporation,122,110.8,Medicare and Medicaid,False,RAHWAY HEALTHCARE LLC,11/29/1983,False,False,False,False,Resident,Yes,4.0,,4.0,,4.0,,5.0,,2.0,,4.0,,4.0,,,,1.9714,0.65594,0.83941,1.49535,3.46674,0.19802,1.9965,0.71966,0.34417,3.06033,2.05567,0.68399,0.91374,3.63281,07/19/2018,3.0,3.0,0.0,12.0,1.0,0.0,12.0,07/24/2017,2,2,0.0,8.0,1.0,0.0,8.0,2016-07-05,6,6,0,28,1,0,28,13.333,0,0,0,0.0,0,0,"1777 LAWRENCE STREET RAHWAY, NJ 07065 (40.609162, -74.269897)",06/01/2019,1202218,41581.0,36012.0,0.866068637118,22408.0,0.538899978355,90684.0,2.18089993026,315198,3.58586854573,149104.0,133.0,301.0,227.0,249.0,0.391176470588,0.885294117647,0.667647058824,0.732352941176,"40.609162, -74.269897)",40.609162, -74.269897,1.595744,0.0,12.747875,7.91789,20.665765,107.0,140.0,101.0
